id_venda;id_pedido;id_produto;id_cliente;id_loja;data_pedido;quantidade;preco_unitario;valor_desconto;custo_frete;status_pedido;metodo_pagamento;nota_fiscal;nome_produto;categoria_produto;subcategoria_produto;preco_custo;preco_venda;peso_kg;fornecedor_id;nome_fornecedor;data_cadastro_produto;em_estoque;nome_cliente;email_cliente;telefone_cliente;data_cadastro_cliente;segmento_cliente;cidade_cliente;estado_cliente;nome_loja;endereco_loja;cidade_loja;estado_loja;regiao_loja;gerente_loja;data_inauguracao;tipo_loja
302;29;43;32;7;22/01/2023;1.0;603.13;168.88;15.34;Concluído;Cartão de Crédito;NF-99670;Produto 43;Alimentos;Cereais;331.41;628.45;37.51;13;Fornecedor 13;18/05/2022;True;Cliente 32;cliente32@email.com;(11) 99007-1227;08/10/2022;Corporativo;Porto Alegre;RS;Loja 7;Endereço da Loja 7;Belo Horizonte;MG;Sudeste;Gerente 7;06/03/2016;Shopping
303;41;40;19;1;15/08/2023;6.0;627.28;752.74;13.4;Concluído;Pix;NF-32551;Produto 40;Roupas;Calçados;17.07;585.61;22.75;10;Fornecedor 13;24/06/2022;True;Cliente 19;cliente19@email.com;(11) 92892-6790;14/12/2022;Varejo;Porto Alegre;RJ;Loja 1;Endereço da Loja 1;Porto Alegre;RS;Sul;Gerente 1;13/02/2015;Centro Comercial
304;43;27;18;9;17/04/2023;2.0;64.38;15.45;37.74;Concluído;Boleto;NF-85851;Produto 27;ROUPAS;Calças;115.43;65.95;47.21;13;Fornecedor 12;01/05/2022;True;Cliente 18;cliente18@email.com;(11) 97739-8902;15/06/2022;Varejo;Recife;SP;Loja 9;Endereço da Loja 9;Recife;PE;Nordeste;Gerente 9;06/04/2020;Rua
305;7;86;35;2;28/10/2023;4.0;411.14;312.47;16.25;Em processamento;Pix;NF-87034;Produto 86;Eletrônicos;Smartphones;286.32;445.11;6.85;10;Fornecedor 7;20/08/2022;True;Cliente 35;cliente35@email.com;(11) 91889-8902;21/03/2022;Premium;Rio de Janeiro;PE;Loja 2;Endereço da Loja 2;Recife;PE;Nordeste;Gerente 2;16/09/2019;Rua
306;3;44;18;9;13/07/2023;2.0;199.19;27.89;22.49;Concluído;Boleto;NF-79002;Produto 44;Eletrônicos;TVs;486.71;201.78;4.78;8;Fornecedor 12;28/04/2023;True;Cliente 18;cliente18@email.com;(11) 94573-3978;26/07/2022;Premium;Belo Horizonte;RJ;Loja 9;Endereço da Loja 9;Rio de Janeiro;RJ;Nordeste;Gerente 9;18/11/2020;Centro Comercial
307;12;62;45;3;21/01/2023;4.0;82.9;33.16;40.18;Concluído;Pix;NF-83643;Produto 62;Eletrônicos;Smartphones;141.24;84.45;2.33;13;Fornecedor 8;13/02/2023;False;Cliente 45;cliente45@email.com;(11) 97747-9494;23/08/2022;Corporativo;Belo Horizonte;MG;Loja 3;Endereço da Loja 3;Porto Alegre;RS;Nordeste;Gerente 3;31/03/2019;Shopping
308;49;1;23;4;20/02/2023;1.0;651.05;169.27;43.86;Concluído;Cartão de Crédito;NF-67811;Produto 1;Eletrônicos;Smartphones;126.18;683.78;41.11;5;Fornecedor 7;13/09/2023;False;Cliente 23;cliente23@email.com;(11) 91901-1672;19/01/2022;Varejo;Recife;PE;Loja 4;Endereço da Loja 4;São Paulo;SP;Nordeste;Gerente 4;20/03/2016;Centro Comercial
309;7;70;44;10;06/03/2023;8.0;162.4;324.8;46.12;Em processamento;Pix;NF-59629;Produto 70;Móveis;Sofás;108.72;153.65;12.28;14;Fornecedor 7;29/04/2023;True;Cliente 44;cliente44@email.com;(11) 91755-5931;08/05/2022;Varejo;Recife;RS;Loja 10;Endereço da Loja 10;Belo Horizonte;MG;Sudeste;Gerente 10;13/05/2015;Rua
310;43;55;27;3;20/09/2023;1.0;971.74;223.5;37.93;Concluído;Pix;NF-63444;Produto 55;Livros;Autoajuda;213.07;896.15;10.63;11;Fornecedor 11;08/01/2022;True;Cliente 27;cliente27@email.com;(11) 92417-3316;10/07/2022;Corporativo;Recife;MG;Loja 3;Endereço da Loja 3;Recife;PE;Sul;Gerente 3;09/10/2020;Centro Comercial
311;4;54;11;2;09/12/2023;9.0;951.71;1884.39;18.66;Concluído;Cartão de Crédito;NF-63526;Produto 54;Livros;Ficção;345.0;914.17;18.25;4;Fornecedor 13;29/05/2023;True;Cliente 11;cliente11@email.com;(11) 91922-5867;29/08/2022;Corporativo;Recife;RS;Loja 2;Endereço da Loja 2;São Paulo;SP;Sul;Gerente 2;13/06/2018;Rua
312;46;72;23;4;11/06/2023;5.0;193.18;222.16;41.97;Concluído;Dinheiro;NF-20482;Produto 72;Móveis;Mesas;362.86;214.14;12.36;13;Fornecedor 9;17/06/2023;True;Cliente 23;cliente23@email.com;(11) 91081-7999;10/01/2022;Premium;Belo Horizonte;RS;Loja 4;Endereço da Loja 4;Rio de Janeiro;RJ;Sudeste;Gerente 4;10/07/2018;Shopping
313;19;17;33;5;25/01/2023;9.0;773.18;1461.31;41.06;Concluído;Boleto;NF-15255;Produto 17;Eletrônicos;Notebooks;25.28;708.01;11.8;9;Fornecedor 6;21/04/2023;False;Cliente 33;cliente33@email.com;(11) 94395-2203;04/01/2022;Corporativo;Belo Horizonte;PE;Loja 5;Endereço da Loja 5;Belo Horizonte;MG;Sudeste;Gerente 5;29/05/2020;Centro Comercial
314;23;66;23;2;10/02/2023;6.0;219.63;289.91;28.98;Em processamento;Cartão de Crédito;NF-11750;Produto 66;Roupas;Camisetas;411.04;217.23;18.14;12;Fornecedor 9;18/09/2023;True;Cliente 23;cliente23@email.com;(11) 96938-4397;15/03/2022;Corporativo;Porto Alegre;PE;Loja 2;Endereço da Loja 2;São Paulo;SP;Sul;Gerente 2;27/07/2015;Rua
315;14;93;10;1;11/12/2023;8.0;997.4;2154.38;48.3;Concluído;Dinheiro;NF-12881;Produto 93;Móveis;Cadeiras;163.49;914.31;31.37;2;Fornecedor 14;12/06/2023;True;Cliente 10;cliente10@email.com;(11) 97185-9656;20/04/2022;Varejo;Porto Alegre;MG;Loja 1;Endereço da Loja 1;Porto Alegre;RS;Nordeste;Gerente 1;07/03/2015;Rua
316;4;39;48;7;08/10/2023;9.0;643.01;405.1;40.03;Concluído;Cartão de Crédito;NF-80077;Produto 39;Eletrônicos;TVs;414.27;599.0;18.74;6;Fornecedor 5;19/03/2023;True;Cliente 48;cliente48@email.com;(11) 91264-2434;18/05/2022;Corporativo;Rio de Janeiro;PE;Loja 7;Endereço da Loja 7;Recife;PE;Sudeste;Gerente 7;16/05/2019;Centro Comercial
317;35;51;47;3;26/11/2023;2.0;120.45;28.91;40.25;Cancelado;Boleto;NF-66792;Produto 51;Móveis;Sofás;355.8;123.29;21.09;9;Fornecedor 1;24/06/2022;True;Cliente 47;cliente47@email.com;(11) 99245-1442;17/11/2022;Varejo;Porto Alegre;RS;Loja 3;Endereço da Loja 3;Rio de Janeiro;RJ;Sudeste;Gerente 3;09/10/2015;Centro Comercial
318;43;19;43;8;24/03/2023;5.0;235.87;353.8;28.56;Concluído;Cartão de Crédito;NF-89993;Produto 19;Alimentos;Laticínios;147.64;243.65;16.58;15;Fornecedor 12;30/09/2022;True;Cliente 43;cliente43@email.com;(11) 92233-3800;19/07/2022;Varejo;Recife;PE;Loja 8;Endereço da Loja 8;São Paulo;SP;Nordeste;Gerente 8;28/10/2020;Centro Comercial
319;39;11;10;10;23/09/2023;4.0;131.34;147.1;45.42;Concluído;Dinheiro;NF-92643;Produto 11;Roupas;Vestidos;465.79;119.81;5.4;3;Fornecedor 10;25/09/2022;True;Cliente 10;cliente10@email.com;(11) 91569-2973;03/02/2022;Varejo;Recife;MG;Loja 10;Endereço da Loja 10;São Paulo;SP;Sudeste;Gerente 10;28/09/2015;Centro Comercial
320;29;65;15;6;13/09/2023;5.0;1015.26;1218.31;33.31;Concluído;Cartão de Crédito;NF-34561;Produto 65;Móveis;Cadeiras;292.92;975.7;33.9;8;Fornecedor 2;14/11/2022;True;Cliente 15;cliente15@email.com;(11) 96828-5994;20/10/2022;Corporativo;Recife;PE;Loja 6;Endereço da Loja 6;Porto Alegre;RS;Nordeste;Gerente 6;13/03/2017;Shopping
321;31;52;36;10;28/02/2023;3.0;18.56;11.14;21.43;Concluído;Pix;NF-46723;Produto 52;Alimentos;Congelados;489.36;20.56;17.19;14;;29/01/2022;True;Cliente 36;cliente36@email.com;(11) 98011-9879;26/11/2022;Varejo;Belo Horizonte;SP;Loja 10;Endereço da Loja 10;São Paulo;SP;Nordeste;Gerente 10;29/07/2017;Shopping
322;20;88;11;10;19/02/2023;4.0;541.12;129.87;39.71;Em processamento;Pix;NF-83596;Produto 88;Eletrônicos;Tablets;168.04;591.92;32.26;2;Fornecedor 2;10/09/2023;True;Cliente 11;cliente11@email.com;(11) 96759-7485;16/02/2022;Varejo;Recife;RS;Loja 10;Endereço da Loja 10;Rio de Janeiro;RJ;Sudeste;Gerente 10;23/10/2016;Centro Comercial
323;23;38;23;2;07/11/2023;9.0;834.97;1953.83;27.27;Concluído;Boleto;NF-91991;Produto 38;Roupas;Vestidos;380.36;795.7;27.22;5;Fornecedor 14;08/01/2023;False;Cliente 23;cliente23@email.com;(11) 95759-9084;22/12/2022;Corporativo;Recife;PE;Loja 2;Endereço da Loja 2;Rio de Janeiro;RJ;Sudeste;Gerente 2;15/03/2020;Rua
324;44;42;11;2;22/06/2023;7.0;849.74;1546.53;7.03;Concluído;Dinheiro;NF-30897;Produto 42;Móveis;Camas;233.92;941.56;32.37;14;Fornecedor 11;26/04/2022;False;Cliente 11;cliente11@email.com;(11) 91255-8248;25/09/2022;Varejo;Belo Horizonte;MG;Loja 2;Endereço da Loja 2;Recife;PE;Sudeste;Gerente 2;06/07/2016;Rua
325;17;53;25;5;12/03/2023;6.0;743.35;624.41;36.02;Concluído;Boleto;NF-87922;Produto 53;Livros;Infantis;83.48;814.57;23.49;2;Fornecedor 10;13/10/2023;True;Cliente 25;cliente25@email.com;(11) 93274-3470;13/03/2022;Corporativo;Belo Horizonte;RJ;Loja 5;Endereço da Loja 5;Recife;PE;Sul;Gerente 5;04/12/2017;Rua
326;6;88;22;9;07/10/2023;3.0;;89.2;7.9;Concluído;Dinheiro;NF-36844;Produto 88;Roupas;Jaquetas;415.69;566.75;42.93;15;Fornecedor 5;13/03/2023;True;Cliente 22;cliente22@email.com;(11) 93422-4628;14/01/2022;Varejo;Recife;RS;Loja 9;Endereço da Loja 9;Porto Alegre;RS;Nordeste;Gerente 9;15/11/2018;Rua
327;43;37;1;3;27/07/2023;9.0;359.12;549.45;16.41;Concluído;Pix;NF-97493;Produto 37;Livros;Técnicos;257.31;386.16;6.6;4;Fornecedor 8;20/02/2022;True;Cliente 1;cliente1@email.com;(11) 91588-4231;27/07/2022;Premium;São Paulo;PE;Loja 3;Endereço da Loja 3;Belo Horizonte;MG;Sul;Gerente 3;27/05/2020;Centro Comercial
328;15;11;14;3;14/11/2023;5.0;875.9;700.72;16.7;Concluído;Cartão de Crédito;NF-47805;Produto 11;Livros;Ficção;431.9;961.88;49.25;14;Fornecedor 1;15/08/2023;True;Cliente 14;cliente14@email.com;(11) 97999-2406;31/08/2022;Varejo;Recife;SP;Loja 3;Endereço da Loja 3;Porto Alegre;RS;Nordeste;Gerente 3;15/12/2017;Centro Comercial
329;14;15;8;7;06/07/2023;5.0;909.9;591.44;28.41;Concluído;Boleto;NF-35568;Produto 15;Eletrônicos;Notebooks;194.08;957.25;1.23;12;Fornecedor 4;05/12/2023;False;Cliente 8;cliente8@email.com;(11) 94676-7109;06/08/2022;Varejo;São Paulo;RJ;Loja 7;Endereço da Loja 7;Recife;PE;Nordeste;Gerente 7;29/07/2020;Shopping
330;36;47;15;5;02/03/2023;8.0;1002.53;;44.04;Concluído;Boleto;NF-16487;Produto 47;Livros;Autoajuda;127.73;928.51;27.83;7;Fornecedor 1;16/09/2022;True;Cliente 15;cliente15@email.com;(11) 99014-2118;03/09/2022;Varejo;Recife;MG;Loja 5;Endereço da Loja 5;Recife;PE;Sudeste;Gerente 5;06/07/2015;Rua
331;5;6;17;3;24/08/2023;9.0;913.73;657.89;21.04;Concluído;Dinheiro;NF-59725;Produto 6;Livros;Ficção;300.11;916.78;39.71;5;Fornecedor 6;31/03/2023;True;Cliente 17;cliente17@email.com;(11) 97127-7676;29/05/2022;Varejo;São Paulo;PE;Loja 3;Endereço da Loja 3;Rio de Janeiro;RJ;Nordeste;Gerente 3;08/05/2020;Centro Comercial
332;5;49;28;4;13/10/2023;8.0;165.76;159.13;28.11;Em processamento;Boleto;NF-33446;Produto 49;ROUPAS;Camisetas;290.6;160.65;19.47;12;Fornecedor 15;29/12/2022;True;Cliente 28;cliente28@email.com;(11) 98444-8147;15/01/2022;Varejo;Rio de Janeiro;RS;Loja 4;Endereço da Loja 4;Recife;PE;Sul;Gerente 4;27/01/2015;Shopping
333;41;87;43;7;08/08/2023;9.0;878.27;711.4;17.09;Em processamento;Cartão de Crédito;NF-36309;Produto 87;Livros;Ficção;89.41;898.44;33.91;2;Fornecedor 12;29/03/2023;True;Cliente 43;cliente43@email.com;(11) 98496-3659;13/09/2022;Premium;São Paulo;SP;Loja 7;Endereço da Loja 7;Recife;PE;Sul;Gerente 7;11/10/2020;Shopping
334;11;55;3;3;14/06/2023;1.0;526.02;84.16;34.49;Concluído;Pix;NF-15913;Produto 55;Móveis;Sofás;399.78;542.54;43.08;10;Fornecedor 8;07/05/2023;True;Cliente 3;cliente3@email.com;(11) 99085-5200;03/07/2022;Premium;São Paulo;RJ;Loja 3;Endereço da Loja 3;Porto Alegre;RS;Nordeste;Gerente 3;21/10/2016;Shopping
335;1;47;14;10;01/03/2023;9.0;126.21;215.82;42.54;Concluído;Cartão de Crédito;NF-69622;Produto 47;Livros;Autoajuda;496.62;115.03;21.58;6;Fornecedor 15;22/08/2022;True;Cliente 14;cliente14@email.com;(11) 97560-6247;25/08/2022;Corporativo;Belo Horizonte;MG;Loja 10;Endereço da Loja 10;Belo Horizonte;MG;Sudeste;Gerente 10;18/11/2018;Centro Comercial
336;48;91;37;9;18/07/2023;1.0;449.58;26.97;13.86;Concluído;Dinheiro;NF-39739;Produto 91;Roupas;Calças;414.44;430.75;29.23;2;Fornecedor 9;10/09/2022;True;Cliente 37;cliente37@email.com;(11) 96775-4849;19/04/2022;Varejo;Rio de Janeiro;MG;Loja 9;Endereço da Loja 9;São Paulo;SP;Sudeste;Gerente 9;09/04/2020;Rua
337;46;19;10;6;28/01/2023;4.0;563.76;22.55;12.67;Concluído;Pix;NF-21419;Produto 19;Roupas;Calçados;251.5;558.63;7.51;3;Fornecedor 5;22/08/2023;True;Cliente 10;cliente10@email.com;(11) 99524-6674;02/11/2022;Premium;Porto Alegre;MG;Loja 6;Endereço da Loja 6;Recife;PE;Nordeste;Gerente 6;25/03/2020;Centro Comercial
338;50;39;12;10;19/07/2023;4.0;650.54;364.3;20.74;Concluído;Boleto;NF-56008;Produto 39;Móveis;Sofás;216.87;661.7;32.44;12;Fornecedor 5;26/08/2023;False;Cliente 12;cliente12@email.com;(11) 97229-7877;29/12/2022;Corporativo;Recife;RJ;Loja 10;Endereço da Loja 10;São Paulo;SP;Sul;Gerente 10;08/10/2020;Centro Comercial
339;44;98;39;5;13/08/2023;3.0;831.78;149.72;21.02;Concluído;Cartão de Crédito;NF-43370;Produto 98;Móveis;Camas;372.65;848.1;37.19;8;Fornecedor 4;12/03/2022;True;Cliente 39;cliente39@email.com;(11) 96249-5615;13/01/2022;Varejo;Recife;RS;Loja 5;Endereço da Loja 5;São Paulo;SP;Sudeste;Gerente 5;13/03/2017;Shopping
340;44;23;36;5;30/11/2023;6.0;545.84;229.25;19.74;Concluído;Dinheiro;NF-89782;Produto 23;Móveis;Camas;260.69;509.69;1.08;5;Fornecedor 14;14/12/2022;True;Cliente 36;cliente36@email.com;(11) 94955-7805;14/09/2022;Premium;Recife;PE;Loja 5;Endereço da Loja 5;Belo Horizonte;MG;Sudeste;Gerente 5;09/06/2019;Centro Comercial
341;40;46;22;6;27/09/2023;4.0;817.36;;24.61;Concluído;Pix;NF-11652;Produto 46;Eletrônicos;Smartphones;454.27;847.97;5.94;15;Fornecedor 5;05/07/2022;False;Cliente 22;cliente22@email.com;(11) 98013-1761;12/08/2022;Premium;Porto Alegre;RS;Loja 6;Endereço da Loja 6;Recife;PE;Sul;Gerente 6;06/07/2019;Shopping
342;20;66;19;7;14/01/2023;5.0;483.96;120.99;35.0;Concluído;Pix;NF-58282;Produto 66;Alimentos;Carnes;67.64;481.85;1.92;12;Fornecedor 1;29/06/2023;True;Cliente 19;cliente19@email.com;(11) 94060-2183;28/08/2022;Corporativo;Belo Horizonte;PE;Loja 7;Endereço da Loja 7;Rio de Janeiro;RJ;Sul;Gerente 7;16/10/2019;Rua
343;45;70;24;5;13/04/2023;7.0;516.53;867.77;40.25;Concluído;Cartão de Crédito;NF-54387;Produto 70;Móveis;Cadeiras;195.78;538.9;12.17;9;Fornecedor 2;04/09/2023;True;Cliente 24;cliente24@email.com;(11) 91530-8849;01/10/2022;Varejo;São Paulo;PE;Loja 5;Endereço da Loja 5;Belo Horizonte;MG;Nordeste;Gerente 5;07/12/2019;Rua
344;41;37;44;8;04/04/2023;7.0;656.72;1149.26;40.28;Em processamento;Pix;NF-47389;Produto 37;Eletrônicos;Áudio;19.35;692.92;41.65;8;Fornecedor 3;28/01/2022;True;Cliente 44;cliente44@email.com;(11) 97998-1510;29/11/2022;Corporativo;Porto Alegre;RJ;Loja 8;Endereço da Loja 8;Recife;PE;Nordeste;Gerente 8;13/11/2018;Centro Comercial
345;51;75;47;1;01/12/2023;8.0;831.28;1396.55;18.99;Concluído;Dinheiro;NF-21741;Produto 75;Móveis;Cadeiras;81.14;795.5;41.61;15;Fornecedor 8;28/06/2023;True;Cliente 47;cliente47@email.com;(11) 91883-5798;27/12/2022;Premium;São Paulo;PE;Loja 1;Endereço da Loja 1;Recife;PE;Sul;Gerente 1;22/11/2019;Shopping
346;2;4;30;8;07/11/2023;;570.98;1096.28;5.88;Em processamento;Cartão de Crédito;NF-61928;Produto 4;Alimentos;Carnes;305.33;630.52;48.74;12;Fornecedor 1;13/01/2022;True;Cliente 30;cliente30@email.com;(11) 98919-7744;05/04/2022;Varejo;Belo Horizonte;PE;Loja 8;Endereço da Loja 8;Porto Alegre;RS;Sudeste;Gerente 8;03/09/2020;Rua
347;34;16;6;7;04/03/2023;6.0;610.75;696.25;8.96;Em processamento;Dinheiro;NF-17904;Produto 16;Eletrônicos;Tablets;299.19;597.67;15.74;15;Fornecedor 4;01/12/2023;True;Cliente 6;cliente6@email.com;(11) 93477-4093;09/12/2022;Varejo;Recife;MG;Loja 7;Endereço da Loja 7;Porto Alegre;RS;Nordeste;Gerente 7;10/06/2019;Shopping
348;4;5;29;8;14/08/2023;6.0;305.32;329.75;43.39;Concluído;Pix;NF-33930;Produto 5;Livros;Biografias;280.66;285.27;22.58;10;Fornecedor 5;13/02/2023;True;Cliente 29;cliente29@email.com;(11) 93160-6878;15/06/2022;Premium;Belo Horizonte;SP;Loja 8;Endereço da Loja 8;Rio de Janeiro;RJ;Nordeste;Gerente 8;02/08/2016;Rua
349;16;93;36;7;15/03/2023;3.0;608.24;456.18;31.45;Concluído;Pix;NF-15695;Produto 93;Eletrônicos;Áudio;217.65;558.78;17.09;7;Fornecedor 12;15/11/2022;True;Cliente 36;cliente36@email.com;(11) 97764-9976;17/06/2022;Corporativo;Recife;RS;Loja 7;Endereço da Loja 7;Porto Alegre;RS;Sudeste;Gerente 7;17/12/2017;Centro Comercial
350;5;96;15;6;03/08/2023;1.0;696.61;76.63;8.78;Concluído;Cartão de Crédito;NF-27861;Produto 96;Livros;Técnicos;265.05;727.66;5.28;1;Fornecedor 14;20/04/2022;True;Cliente 15;cliente15@email.com;(11) 99841-7194;20/02/2022;Corporativo;Porto Alegre;RS;Loja 6;Endereço da Loja 6;São Paulo;SP;Sudeste;Gerente 6;18/08/2016;Shopping
351;26;83;38;7;03/09/2023;3.0;606.56;254.76;37.38;Concluído;Cartão de Crédito;NF-10908;Produto 83;Móveis;Cadeiras;194.07;568.66;31.74;1;Fornecedor 14;21/09/2022;True;Cliente 38;cliente38@email.com;(11) 91171-8989;26/01/2022;Corporativo;Recife;RS;Loja 7;Endereço da Loja 7;Recife;PE;Nordeste;Gerente 7;15/11/2017;Rua
352;23;34;15;5;09/04/2023;7.0;350.46;588.77;38.38;Concluído;Dinheiro;NF-39158;Produto 34;Móveis;Cadeiras;25.19;321.86;41.25;6;Fornecedor 13;12/09/2023;True;Cliente 15;cliente15@email.com;(11) 95872-9638;17/10/2022;Varejo;São Paulo;MG;Loja 5;Endereço da Loja 5;Rio de Janeiro;RJ;Sul;Gerente 5;21/12/2018;Centro Comercial
353;45;86;33;7;28/04/2023;5.0;811.97;40.6;22.05;Concluído;Cartão de Crédito;NF-13465;Produto 86;Roupas;Calças;393.17;765.65;35.14;15;Fornecedor 5;20/09/2023;True;Cliente 33;cliente33@email.com;(11) 92919-1918;30/05/2022;Varejo;Porto Alegre;RJ;Loja 7;Endereço da Loja 7;Recife;PE;Sul;Gerente 7;30/04/2015;Centro Comercial
354;45;70;16;8;12/11/2023;7.0;204.51;343.58;15.75;Concluído;Pix;NF-44607;Produto 70;Alimentos;Bebidas;66.74;196.48;28.17;12;Fornecedor 3;10/10/2023;True;Cliente 16;cliente16@email.com;(11) 98470-4841;10/09/2022;Corporativo;São Paulo;PE;Loja 8;Endereço da Loja 8;São Paulo;SP;Sudeste;Gerente 8;09/06/2015;Shopping
355;10;65;20;1;23/06/2023;1.0;640.88;89.72;40.7;Concluído;Dinheiro;NF-25419;Produto 65;Livros;Infantis;210.81;605.07;26.74;10;Fornecedor 5;05/01/2023;True;Cliente 20;cliente20@email.com;(11) 99167-2469;27/12/2022;Varejo;Recife;PE;Loja 1;Endereço da Loja 1;Porto Alegre;RS;Sudeste;Gerente 1;08/02/2017;Centro Comercial
356;34;66;33;10;20/07/2023;6.0;147.4;203.41;21.59;Cancelado;Cartão de Crédito;NF-97081;Produto 66;Eletrônicos;Notebooks;251.09;143.44;42.71;11;Fornecedor 8;06/03/2022;True;Cliente 33;cliente33@email.com;(11) 94718-7125;24/01/2022;Varejo;Porto Alegre;MG;Loja 10;Endereço da Loja 10;Recife;PE;Sudeste;Gerente 10;20/07/2018;Shopping
357;52;20;8;3;03/06/2023;1.0;827.47;115.85;49.63;Concluído;Cartão de Crédito;NF-20060;Produto 20;Roupas;Calçados;119.77;799.96;49.21;15;Fornecedor 4;23/11/2023;False;Cliente 8;cliente8@email.com;(11) 92400-4723;14/11/2022;Varejo;Porto Alegre;MG;Loja 3;Endereço da Loja 3;São Paulo;SP;Sudeste;Gerente 3;16/11/2016;Centro Comercial
358;35;97;3;5;21/11/2023;9.0;510.1;0.0;33.41;Concluído;Boleto;NF-22823;Produto 97;Móveis;Armários;301.65;481.57;22.63;6;Fornecedor 8;13/09/2023;True;Cliente 3;cliente3@email.com;(11) 93537-7339;02/02/2022;Varejo;Recife;RS;Loja 5;Endereço da Loja 5;Rio de Janeiro;RJ;Nordeste;Gerente 5;29/09/2017;Rua
359;23;19;27;9;25/06/2023;3.0;475.17;156.81;5.85;Concluído;Dinheiro;NF-76202;Produto 19;Roupas;Jaquetas;262.81;453.88;34.53;2;Fornecedor 13;08/12/2022;True;Cliente 27;cliente27@email.com;(11) 91158-6229;06/02/2022;Varejo;Recife;SP;Loja 9;Endereço da Loja 9;Rio de Janeiro;RJ;Nordeste;Gerente 9;26/01/2020;Centro Comercial
360;29;23;20;3;15/01/2023;3.0;322.65;48.4;39.44;Concluído;Dinheiro;NF-66964;Produto 23;Alimentos;Cereais;386.55;333.95;47.87;10;Fornecedor 14;19/02/2022;True;Cliente 20;cliente20@email.com;(11) 95486-3430;16/01/2022;Corporativo;Recife;SP;Loja 3;Endereço da Loja 3;Belo Horizonte;MG;Sudeste;Gerente 3;19/12/2020;Rua
361;44;100;38;9;25/02/2023;4.0;;520.62;26.03;Concluído;Dinheiro;NF-31326;Produto 100;Eletrônicos;TVs;44.5;423.79;33.46;5;Fornecedor 13;22/11/2022;False;Cliente 38;cliente38@email.com;(11) 91303-6067;05/02/2022;Varejo;São Paulo;PE;Loja 9;Endereço da Loja 9;Rio de Janeiro;RJ;Sudeste;Gerente 9;29/01/2018;Shopping
362;24;62;43;6;30/06/2023;8.0;182.98;409.88;21.01;Concluído;Pix;NF-13925;Produto 62;Móveis;Mesas;367.23;173.09;24.99;5;Fornecedor 2;07/08/2022;True;Cliente 43;cliente43@email.com;(11) 98119-5210;20/09/2022;Varejo;Rio de Janeiro;SP;Loja 6;Endereço da Loja 6;Belo Horizonte;MG;Sudeste;Gerente 6;26/02/2020;Shopping
363;3;29;6;6;06/08/2023;4.0;684.69;273.88;22.83;Concluído;Pix;NF-98281;Produto 29;Eletrônicos;Áudio;109.58;636.35;11.5;7;Fornecedor 1;05/06/2022;True;Cliente 6;cliente6@email.com;(11) 97984-9890;30/12/2022;Corporativo;Rio de Janeiro;SP;Loja 6;Endereço da Loja 6;Belo Horizonte;MG;Sudeste;Gerente 6;11/07/2017;Centro Comercial
364;53;39;19;2;14/04/2023;8.0;201.77;274.41;34.43;Em processamento;Cartão de Crédito;NF-36467;Produto 39;Roupas;Camisetas;212.53;202.05;1.57;3;Fornecedor 11;11/10/2023;True;Cliente 19;cliente19@email.com;(11) 98878-1070;07/01/2022;Corporativo;Belo Horizonte;PE;Loja 2;Endereço da Loja 2;Recife;PE;Sul;Gerente 2;01/08/2019;Centro Comercial
365;4;71;27;7;29/03/2023;7.0;653.51;960.66;18.23;Concluído;Cartão de Crédito;NF-96153;Produto 71;Livros;Autoajuda;292.12;722.5;0.73;14;Fornecedor 14;05/11/2022;True;Cliente 27;cliente27@email.com;(11) 91309-4952;18/02/2022;Corporativo;Rio de Janeiro;PE;Loja 7;Endereço da Loja 7;São Paulo;SP;Sul;Gerente 7;03/05/2019;Centro Comercial
366;49;93;6;7;26/09/2023;9.0;158.46;128.35;42.99;Concluído;Boleto;NF-67732;Produto 93;Livros;Infantis;386.21;150.14;41.16;7;Fornecedor 11;26/02/2022;True;Cliente 6;cliente6@email.com;(11) 93415-3389;20/10/2022;Varejo;Porto Alegre;RS;Loja 7;Endereço da Loja 7;Recife;PE;Nordeste;Gerente 7;27/05/2020;Rua
367;40;48;32;2;02/08/2023;6.0;597.79;394.54;8.26;Concluído;Pix;NF-47594;Produto 48;Móveis;Armários;12.07;605.3;33.19;15;Fornecedor 2;19/04/2023;True;Cliente 32;cliente32@email.com;(11) 96056-1131;20/11/2022;Corporativo;Rio de Janeiro;RS;Loja 2;Endereço da Loja 2;Recife;PE;Sul;Gerente 2;25/07/2020;Shopping
368;5;9;23;5;27/07/2023;7.0;556.37;311.57;9.77;Concluído;Dinheiro;NF-51435;Produto 9;Roupas;Calçados;455.09;517.05;30.75;13;Fornecedor 3;14/03/2023;True;Cliente 23;cliente23@email.com;(11) 94536-2773;18/07/2022;Corporativo;Porto Alegre;PE;Loja 5;Endereço da Loja 5;São Paulo;SP;Nordeste;Gerente 5;12/08/2018;Rua
369;40;100;5;7;08/09/2023;2.0;908.79;527.1;29.55;Cancelado;Pix;NF-99521;Produto 100;Alimentos;Cereais;88.82;833.67;2.07;3;Fornecedor 5;14/11/2023;True;Cliente 5;cliente5@email.com;(11) 95862-5177;28/07/2022;Varejo;São Paulo;PE;Loja 7;Endereço da Loja 7;Rio de Janeiro;RJ;Nordeste;Gerente 7;05/06/2016;Centro Comercial
